"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 18, 2016","53,824.28","53,082.97","53,826.58","53,082.97","405.42M","1.19%"
"Mar 17, 2016","53,190.56","52,920.55","53,606.92","52,795.98","574.61M","0.96%"
"Mar 16, 2016","52,685.70","52,238.59","52,708.17","52,210.21","213.58M","0.83%"
"Mar 15, 2016","52,253.79","52,107.31","52,253.79","51,780.49","-","-0.42%"
"Mar 14, 2016","52,471.72","51,999.99","52,498.00","51,951.74","249.34M","1.41%"
"Mar 11, 2016","51,739.83","51,865.94","51,909.05","51,304.57","266.34M","0.40%"
"Mar 10, 2016","51,533.78","51,646.77","51,684.25","51,251.35","282.69M","0.10%"
"Mar 09, 2016","51,484.46","52,070.38","52,319.09","51,445.94","272.12M","-1.46%"
"Mar 08, 2016","52,247.84","52,523.42","52,776.20","52,220.26","297.01M","-0.81%"
"Mar 07, 2016","52,673.79","52,239.42","52,679.07","51,927.71","287.39M","0.91%"
"Mar 04, 2016","52,200.71","51,798.79","52,225.23","51,751.65","261.05M","0.80%"
"Mar 03, 2016","51,787.01","51,055.06","51,839.89","51,027.70","315.28M","1.61%"
"Mar 02, 2016","50,966.93","50,737.75","50,966.93","50,558.64","387.21M","1.30%"
"Mar 01, 2016","50,315.09","49,463.87","50,408.58","49,462.03","274.27M","1.82%"
"Feb 29, 2016","49,415.31","49,185.36","49,648.86","48,947.44","-","-0.03%"
"Feb 26, 2016","49,429.40","48,805.10","49,463.65","48,805.10","223.63M","2.18%"
"Feb 25, 2016","48,373.17","48,250.09","48,575.26","48,073.11","252.07M","0.79%"
"Feb 24, 2016","47,995.82","48,051.40","48,112.87","47,388.15","354.83M","-0.88%"
"Feb 23, 2016","48,421.99","49,113.13","49,168.58","48,298.79","276.77M","-1.41%"
"Feb 22, 2016","49,112.80","49,149.66","49,371.65","48,940.76","218.67M","0.35%"
"Feb 19, 2016","48,940.43","49,898.46","49,898.46","48,659.80","278.17M","-1.84%"
"Feb 18, 2016","49,857.70","50,199.23","50,434.36","49,786.83","337.93M","-0.36%"
"Feb 17, 2016","50,039.31","49,420.91","50,166.13","49,306.65","287.34M","1.32%"
"Feb 16, 2016","49,387.10","49,844.08","50,226.37","49,377.24","216.31M","-0.93%"
"Feb 15, 2016","49,851.95","49,074.31","49,851.95","49,074.31","250.06M","2.60%"
"Feb 12, 2016","48,589.69","47,856.85","48,838.02","47,708.80","244.47M","2.48%"
"Feb 11, 2016","47,411.57","48,071.45","48,108.68","47,275.30","289.82M","-1.78%"
"Feb 10, 2016","48,273.24","48,324.33","48,796.71","48,063.35","257.21M","-0.15%"
"Feb 09, 2016","48,344.75","49,116.75","49,171.95","48,231.82","283.46M","-2.19%"
"Feb 08, 2016","49,429.59","49,626.18","49,882.27","49,170.12","227.73M","-0.65%"
"Feb 05, 2016","49,753.29","49,631.92","49,880.14","49,231.25","237.37M","0.25%"
"Feb 04, 2016","49,627.53","49,160.69","49,744.81","49,106.02","339.33M","2.25%"
"Feb 03, 2016","48,535.48","47,753.66","48,789.46","47,725.76","254.24M","1.05%"
"Feb 02, 2016","48,029.24","48,788.94","48,953.65","47,998.97","256.45M","-2.09%"
"Feb 01, 2016","49,055.54","49,339.28","49,508.16","48,643.61","290.23M","-0.18%"
"Jan 29, 2016","49,141.94","48,866.22","49,320.31","48,645.63","408.49M","0.90%"
"Jan 28, 2016","48,702.61","47,894.47","49,028.78","47,894.47","303.23M","1.62%"
"Jan 27, 2016","47,923.92","47,609.87","48,029.82","47,593.56","269.18M","0.82%"
"Jan 26, 2016","47,532.40","46,806.77","47,654.36","46,582.05","292.63M","0.68%"
"Jan 25, 2016","47,210.42","47,794.33","47,960.90","47,156.67","251.25M","-0.95%"
"Jan 22, 2016","47,661.87","46,858.65","47,674.08","46,858.65","293.30M","2.98%"
"Jan 21, 2016","46,282.02","46,377.39","46,430.88","45,975.78","280.98M","-0.10%"
"Jan 20, 2016","46,329.78","46,741.53","46,841.75","46,093.27","285.03M","-2.73%"
"Jan 19, 2016","47,627.76","47,377.05","47,959.55","47,377.05","248.79M","1.60%"
"Jan 18, 2016","46,876.62","47,201.47","47,567.86","46,855.35","225.84M","-0.18%"
"Jan 15, 2016","46,960.37","47,813.12","47,872.83","46,901.92","305.11M","-1.55%"
"Jan 14, 2016","47,697.53","47,952.05","48,142.40","47,697.53","264.54M","-1.48%"
"Jan 13, 2016","48,412.80","48,632.65","48,787.87","48,215.39","263.43M","0.03%"
"Jan 12, 2016","48,396.18","47,998.10","48,764.57","47,883.86","306.36M","0.15%"
"Jan 11, 2016","48,322.68","47,815.05","48,596.30","47,499.57","273.82M","0.45%"
"Jan 08, 2016","48,104.68","48,410.85","48,509.68","47,923.76","205.34M","0.11%"
"Jan 07, 2016","48,052.78","48,491.33","48,491.33","47,637.50","321.50M","-2.10%"
"Jan 06, 2016","49,082.29","49,314.06","49,330.14","48,909.23","191.34M","-1.04%"
"Jan 05, 2016","49,599.72","49,560.43","49,793.19","49,027.60","144.35M","0.57%"
"Jan 04, 2016","49,316.61","50,275.72","50,275.72","49,265.41","149.20M","-2.72%"
"Dec 31, 2015","50,693.76","50,887.39","51,006.38","50,603.23","54.36M","-0.22%"
"Dec 30, 2015","50,805.13","51,018.85","51,149.82","50,777.29","89.15M","-0.31%"
"Dec 29, 2015","50,964.44","51,249.63","51,312.73","50,789.47","102.62M","-0.44%"
"Dec 28, 2015","51,188.72","51,221.20","51,618.61","50,655.41","72.15M","-0.26%"
"Dec 24, 2015","51,324.01","50,589.75","51,407.42","50,589.75","54.48M","0.95%"
"Dec 23, 2015","50,839.81","49,989.22","51,004.45","49,952.57","148.38M","2.13%"
"Dec 22, 2015","49,780.33","49,146.22","49,804.48","49,140.77","153.82M","1.20%"
"Dec 21, 2015","49,189.99","48,742.78","49,311.06","48,646.81","161.16M","0.97%"
"Dec 18, 2015","48,717.28","49,453.22","49,453.22","48,703.72","375.34M","-1.99%"
"Dec 17, 2015","49,706.29","48,965.48","49,807.77","48,965.48","661.82M","2.64%"
"Dec 15, 2015","48,428.77","48,177.80","48,559.68","47,912.57","327.83M","0.72%"
"Dec 14, 2015","48,081.71","47,518.39","49,099.07","47,493.13","407.64M","0.03%"
"Dec 11, 2015","48,067.53","49,081.74","49,196.27","47,802.55","654.77M","-1.87%"
"Dec 10, 2015","48,984.53","49,804.03","49,804.03","48,959.98","661.74M","-1.09%"
"Dec 09, 2015","49,523.56","49,133.61","49,545.73","49,018.64","319.32M","0.90%"
"Dec 08, 2015","49,083.80","49,344.74","49,474.28","49,010.47","291.04M","-1.56%"
"Dec 07, 2015","49,860.74","49,505.51","50,239.83","49,505.51","255.82M","1.17%"
"Dec 04, 2015","49,284.49","49,982.25","50,014.62","49,112.53","414.90M","-2.26%"
"Dec 03, 2015","50,424.89","51,041.37","51,041.37","50,424.89","-","-1.44%"
"Dec 02, 2015","51,159.11","51,689.53","51,712.78","51,070.89","-","-0.73%"
"Dec 01, 2015","51,535.82","51,948.16","51,973.74","51,487.77","-","-0.14%"
"Nov 30, 2015","51,607.83","51,620.97","51,878.19","51,523.11","-","-0.06%"
"Nov 27, 2015","51,637.28","52,159.64","52,159.64","51,628.45","308.97M","-1.13%"
"Nov 26, 2015","52,229.92","51,932.15","52,386.11","51,867.89","214.47M","0.61%"
"Nov 25, 2015","51,914.55","51,895.53","52,060.57","51,629.53","235.10M","0.19%"
"Nov 24, 2015","51,817.84","52,091.86","52,193.64","51,594.88","265.60M","-0.72%"
"Nov 23, 2015","52,195.98","52,043.38","52,232.70","51,635.54","225.90M","-0.09%"
"Nov 20, 2015","52,240.58","52,075.18","52,515.24","51,989.28","346.77M","0.24%"
"Nov 19, 2015","52,116.26","51,861.22","52,335.81","51,861.22","240.17M","0.89%"
"Nov 18, 2015","51,654.54","51,901.37","51,979.15","51,415.94","270.27M","-0.63%"
"Nov 17, 2015","51,981.65","51,863.49","52,259.83","51,719.95","292.11M","0.84%"
"Nov 16, 2015","51,547.38","51,054.24","51,723.50","50,989.15","-","0.68%"
"Nov 13, 2015","51,199.34","51,728.91","51,836.91","51,185.60","298.38M","-1.65%"
"Nov 12, 2015","52,056.67","52,772.98","52,772.98","51,967.70","240.60M","-1.02%"
"Nov 11, 2015","52,594.10","52,658.72","52,810.48","52,382.20","239.06M","0.05%"
"Nov 10, 2015","52,565.50","53,289.60","53,289.60","52,392.82","249.41M","-1.51%"
"Nov 09, 2015","53,371.23","53,095.13","53,371.23","53,021.60","191.01M","0.77%"
"Nov 06, 2015","52,964.07","53,898.81","53,898.81","52,755.53","204.92M","-2.05%"
"Nov 05, 2015","54,073.01","54,402.74","54,590.77","53,872.43","271.82M","-0.98%"
"Nov 04, 2015","54,609.01","54,246.73","54,760.91","54,246.73","322.34M","0.99%"
"Nov 03, 2015","54,076.07","54,045.86","54,095.43","53,724.19","197.06M","0.40%"
"Nov 02, 2015","53,860.26","53,599.63","53,860.26","53,451.11","183.49M","0.12%"
"Oct 30, 2015","53,793.74","53,627.09","53,863.28","53,396.23","194.65M","0.73%"
"Oct 29, 2015","53,406.32","53,616.69","53,616.69","53,137.62","198.01M","-0.65%"
"Oct 28, 2015","53,755.73","53,627.27","53,775.08","53,463.86","186.60M","-0.03%"
"Oct 27, 2015","53,770.29","54,034.56","54,060.05","53,624.77","199.82M","-0.70%"
"Oct 26, 2015","54,150.70","54,072.58","54,635.56","54,010.44","194.15M","-0.27%"
"Oct 23, 2015","54,298.41","53,516.03","54,315.85","53,477.75","202.82M","1.88%"
"Oct 22, 2015","53,293.97","52,907.22","53,534.49","52,907.22","226.96M","0.56%"
"Oct 21, 2015","52,997.97","53,011.13","53,413.53","52,735.00","206.79M","0.22%"
"Oct 20, 2015","52,880.16","52,921.00","52,921.00","52,525.93","219.91M","-0.57%"
"Oct 19, 2015","53,184.07","52,881.20","53,184.07","52,700.96","211.23M","0.45%"
"Oct 16, 2015","52,945.11","53,184.20","53,247.49","52,945.11","258.25M","-0.04%"
"Oct 15, 2015","52,966.42","53,211.59","53,312.28","52,901.27","191.53M","-0.17%"
"Oct 14, 2015","53,059.06","52,970.01","53,356.06","52,731.69","175.33M","-0.01%"
"Oct 13, 2015","53,063.06","52,736.25","53,293.37","52,662.97","205.19M","0.58%"
"Oct 12, 2015","52,757.60","53,459.79","53,561.54","52,667.80","231.71M","-1.01%"
"Oct 09, 2015","53,295.64","53,124.62","53,626.62","52,945.53","242.49M","1.08%"
"Oct 08, 2015","52,726.60","52,467.80","52,726.60","52,416.03","199.20M","0.31%"
"Oct 07, 2015","52,565.42","52,591.07","52,733.43","52,325.69","280.34M","0.95%"
"Oct 06, 2015","52,070.15","52,013.95","52,324.80","51,814.24","266.83M","-0.00%"
"Oct 05, 2015","52,071.31","51,596.90","52,071.31","51,388.38","195.90M","2.19%"
"Oct 02, 2015","50,955.89","50,933.87","51,217.03","50,698.00","183.88M","0.87%"
"Oct 01, 2015","50,516.58","50,522.40","50,841.70","50,418.03","250.86M","0.85%"
"Sep 30, 2015","50,088.86","49,933.38","50,155.09","49,669.36","307.44M","1.43%"
"Sep 29, 2015","49,383.93","49,227.41","49,682.73","49,066.78","209.89M","-0.22%"
"Sep 28, 2015","49,490.81","50,419.98","50,536.24","49,402.79","171.49M","-1.67%"
"Sep 25, 2015","50,331.12","50,470.01","50,638.23","50,263.47","182.55M","-0.10%"
"Sep 23, 2015","50,381.63","49,714.09","50,458.77","49,714.09","204.26M","1.06%"
"Sep 22, 2015","49,853.09","50,584.88","50,584.88","49,758.54","220.63M","-1.74%"
"Sep 21, 2015","50,737.14","50,849.70","50,928.66","50,584.41","181.76M","-0.60%"
"Sep 18, 2015","51,044.58","51,325.50","51,331.84","50,582.10","417.22M","-1.03%"
"Sep 17, 2015","51,573.57","51,301.70","52,019.11","51,292.98","378.30M","1.07%"
"Sep 16, 2015","51,029.24","49,946.72","51,145.24","49,934.52","258.25M","3.11%"
"Sep 15, 2015","49,491.68","49,236.24","49,491.68","48,849.55","217.50M","0.25%"
"Sep 14, 2015","49,366.60","49,187.79","49,513.36","48,982.55","222.83M","0.89%"
"Sep 11, 2015","48,930.64","49,507.51","49,507.51","48,864.41","248.69M","-1.21%"
"Sep 10, 2015","49,528.13","49,449.55","49,647.62","49,112.02","240.04M","-0.39%"
"Sep 09, 2015","49,723.55","50,348.38","50,348.38","49,723.55","285.06M","0.30%"
"Sep 08, 2015","49,573.49","49,266.94","49,685.98","49,266.94","221.27M","1.49%"
"Sep 07, 2015","48,847.05","49,326.05","49,668.05","48,743.90","206.41M","-0.52%"
"Sep 04, 2015","49,102.50","50,030.31","50,050.03","49,090.02","202.90M","-2.60%"
"Sep 03, 2015","50,411.09","49,485.82","50,411.09","49,473.95","203.79M","2.40%"
"Sep 02, 2015","49,228.77","48,839.53","49,577.83","48,839.53","221.13M","1.47%"
"Sep 01, 2015","48,515.13","49,637.00","49,765.93","48,493.04","212.63M","-2.92%"
"Aug 31, 2015","49,972.33","49,797.42","50,018.84","49,559.05","194.15M","0.01%"
"Aug 28, 2015","49,966.80","49,518.79","49,966.80","49,370.81","205.01M","1.71%"
"Aug 27, 2015","49,125.08","48,982.87","49,125.08","48,734.40","249.08M","1.58%"
"Aug 26, 2015","48,359.24","48,522.20","48,828.59","48,240.76","248.59M","-1.27%"
"Aug 25, 2015","48,980.84","48,150.35","49,233.12","47,837.58","290.35M","2.83%"
"Aug 24, 2015","47,631.19","47,801.49","48,013.48","46,530.87","342.96M","-2.85%"
"Aug 21, 2015","49,028.36","49,074.67","49,419.04","49,000.14","265.56M","-1.47%"
"Aug 20, 2015","49,761.67","49,808.91","49,901.53","49,376.70","279.72M","-0.76%"
"Aug 19, 2015","50,140.90","50,806.65","50,858.65","50,056.25","227.62M","-1.64%"
"Aug 18, 2015","50,977.03","50,795.20","50,977.03","50,405.22","222.87M","0.45%"
"Aug 17, 2015","50,751.10","51,016.38","51,159.91","50,569.68","179.98M","-0.14%"
"Aug 14, 2015","50,821.18","51,375.37","51,531.15","50,746.30","148.22M","-1.08%"
"Aug 13, 2015","51,375.44","51,295.02","51,557.93","51,119.39","172.85M","1.59%"
"Aug 12, 2015","50,570.60","51,695.84","51,695.84","50,570.60","223.51M","-3.16%"
"Aug 11, 2015","52,221.17","52,496.84","52,785.38","52,197.77","208.10M","0.40%"
"Aug 07, 2015","52,014.96","52,404.94","52,603.01","52,014.96","163.15M","-0.86%"
"Aug 06, 2015","52,464.59","52,639.10","52,691.67","52,243.25","213.19M","-0.59%"
"Aug 05, 2015","52,774.21","52,539.17","52,930.56","52,539.17","194.69M","0.64%"
"Aug 04, 2015","52,437.84","51,604.58","52,470.54","51,516.61","203.46M","1.57%"
"Aug 03, 2015","51,629.67","51,836.17","51,949.63","51,506.02","175.38M","-0.81%"
"Jul 31, 2015","52,053.27","51,979.23","52,110.70","51,644.97","307.16M","0.54%"
"Jul 30, 2015","51,774.41","51,658.96","51,987.68","51,599.48","279.30M","0.34%"
"Jul 29, 2015","51,598.54","51,179.00","51,624.73","50,934.15","231.42M","1.66%"
"Jul 28, 2015","50,758.42","51,366.74","51,491.85","50,657.38","226.02M","-1.06%"
"Jul 27, 2015","51,301.55","51,339.29","51,595.93","51,046.25","195.45M","-0.11%"
"Jul 24, 2015","51,356.08","52,041.07","52,064.36","51,356.08","275.24M","-1.69%"
"Jul 23, 2015","52,237.02","52,153.04","52,485.96","51,991.91","192.31M","0.50%"
"Jul 22, 2015","51,977.56","52,563.99","52,563.99","51,770.42","239.27M","-1.75%"
"Jul 21, 2015","52,901.42","53,031.70","53,231.02","52,802.75","186.84M","-0.16%"
"Jul 20, 2015","52,988.32","52,799.58","53,060.86","52,708.48","171.72M","0.50%"
"Jul 17, 2015","52,723.72","53,068.53","53,068.53","52,723.72","173.09M","-0.24%"
"Jul 16, 2015","52,849.12","52,665.06","52,859.81","52,476.90","241.53M","0.61%"
"Jul 15, 2015","52,531.13","52,268.22","52,595.78","52,268.22","253.19M","0.81%"
"Jul 14, 2015","52,109.52","52,579.90","52,579.90","52,041.03","161.29M","-0.70%"
"Jul 13, 2015","52,474.82","52,187.69","52,484.04","52,004.36","210.22M","1.30%"
"Jul 10, 2015","51,800.70","51,972.84","52,002.33","51,649.85","264.79M","0.68%"
"Jul 09, 2015","51,452.36","50,662.62","51,452.36","50,662.62","228.20M","2.42%"
"Jul 08, 2015","50,235.76","49,594.00","50,235.76","49,592.40","226.73M","0.48%"
"Jul 07, 2015","49,997.79","51,269.04","51,297.96","49,978.11","232.37M","-2.69%"
"Jul 06, 2015","51,381.22","51,031.00","51,544.26","51,031.00","139.76M","-1.13%"
"Jul 03, 2015","51,967.08","52,145.35","52,222.98","51,854.67","100.41M","-0.48%"
"Jul 02, 2015","52,215.47","51,965.51","52,343.79","51,844.52","188.74M","0.63%"
"Jul 01, 2015","51,888.04","51,877.16","52,142.10","51,703.02","177.89M","0.16%"
"Jun 30, 2015","51,806.95","51,891.99","52,043.23","51,566.03","216.34M","-0.37%"
"Jun 29, 2015","51,999.92","51,663.71","52,113.68","51,543.10","154.72M","-1.27%"
"Jun 26, 2015","52,669.75","52,679.34","52,790.65","52,418.58","151.90M","-0.35%"
"Jun 25, 2015","52,856.39","52,526.62","53,083.66","52,476.77","262.73M","0.14%"
"Jun 24, 2015","52,783.85","52,697.03","52,966.77","52,623.58","200.39M","0.36%"
"Jun 23, 2015","52,592.00","52,346.82","52,638.09","52,311.02","227.47M","0.77%"
"Jun 22, 2015","52,189.32","51,996.10","52,281.16","51,938.59","191.39M","0.74%"
"Jun 19, 2015","51,806.71","51,990.40","52,170.60","51,737.42","322.62M","-0.18%"
"Jun 18, 2015","51,900.53","51,597.76","51,906.96","51,292.47","509.79M","0.59%"
"Jun 17, 2015","51,595.66","51,604.06","51,845.33","51,465.77","264.38M","0.58%"
"Jun 15, 2015","51,297.88","51,620.35","51,892.18","51,270.93","149.07M","-1.02%"
"Jun 12, 2015","51,828.76","51,865.84","52,238.70","51,828.76","169.97M","-0.10%"
"Jun 11, 2015","51,881.45","51,938.43","52,281.71","51,881.45","230.68M","-0.15%"
"Jun 10, 2015","51,958.27","51,182.44","51,958.27","51,141.12","193.94M","1.72%"
"Jun 09, 2015","51,080.26","51,484.78","51,546.70","51,018.56","196.46M","-1.05%"
"Jun 08, 2015","51,623.30","51,543.94","51,747.38","51,365.17","170.63M","-0.14%"
"Jun 05, 2015","51,694.25","51,148.44","51,756.56","51,126.28","177.84M","0.72%"
"Jun 04, 2015","51,323.68","51,518.24","51,609.63","51,323.68","202.80M","-1.02%"
"Jun 03, 2015","51,850.67","52,042.21","52,069.75","51,558.51","224.56M","-0.64%"
"Jun 02, 2015","52,185.61","51,935.03","52,185.61","51,334.39","233.37M","0.21%"
"Jun 01, 2015","52,073.88","52,335.25","52,547.30","51,990.18","198.95M","-0.38%"
"May 29, 2015","52,270.86","52,829.60","52,836.84","52,270.86","405.96M","-1.02%"
"May 28, 2015","52,810.36","52,638.10","53,127.38","52,484.59","263.29M","-0.23%"
"May 27, 2015","52,933.34","52,861.51","52,933.34","52,413.65","252.83M","-0.06%"
"May 26, 2015","52,963.39","54,100.20","54,172.79","52,963.39","211.81M","-1.89%"
"May 25, 2015","53,985.66","54,148.62","54,216.68","53,896.32","88.26M","-0.13%"
"May 22, 2015","54,055.38","54,136.12","54,294.48","54,031.54","172.10M","-0.13%"
"May 21, 2015","54,123.89","54,106.73","54,260.98","53,918.66","188.13M","-0.13%"
"May 20, 2015","54,192.07","54,199.40","54,334.38","53,970.06","188.83M","-0.25%"
"May 19, 2015","54,327.13","54,549.87","54,549.87","54,169.14","223.56M","-0.15%"
"May 18, 2015","54,409.43","54,256.09","54,409.43","54,059.43","217.60M","0.71%"
"May 15, 2015","54,028.17","54,238.30","54,383.21","54,028.17","188.81M","0.29%"
"May 14, 2015","53,874.59","54,109.31","54,109.31","53,874.59","198.45M","-0.33%"
"May 13, 2015","54,053.92","54,136.05","54,271.08","54,053.92","249.09M","0.22%"
"May 12, 2015","53,934.41","54,164.52","54,231.43","53,795.65","186.59M","-0.42%"
"May 11, 2015","54,161.05","54,151.32","54,235.23","53,977.66","161.51M","0.69%"
"May 08, 2015","53,790.57","53,907.52","53,935.77","53,657.11","174.39M","1.04%"
"May 07, 2015","53,238.17","53,651.44","53,651.44","53,001.44","248.96M","-1.13%"
"May 06, 2015","53,848.74","54,224.45","54,380.82","53,740.60","241.98M","-1.33%"
"May 05, 2015","54,574.99","54,528.34","54,789.53","54,499.79","183.85M","-0.12%"
"May 04, 2015","54,639.86","54,899.70","55,113.76","54,455.32","169.37M","0.37%"
"Apr 30, 2015","54,440.43","54,500.26","54,816.67","54,314.52","211.48M","-0.19%"
"Apr 29, 2015","54,541.74","55,071.90","55,156.46","54,425.92","247.39M","-0.90%"
"Apr 28, 2015","55,039.29","55,252.01","55,252.01","54,855.35","965.48M","-0.27%"
"Apr 24, 2015","55,188.34","54,962.46","55,355.12","54,928.03","207.54M","0.92%"
"Apr 23, 2015","54,686.54","54,467.94","54,686.54","54,327.05","174.73M","0.75%"
"Apr 22, 2015","54,281.56","54,143.85","54,362.44","53,914.95","170.13M","0.26%"
"Apr 21, 2015","54,140.93","54,096.82","54,243.19","53,902.43","172.75M","0.56%"
"Apr 20, 2015","53,839.71","53,691.57","53,980.02","53,611.32","142.37M","0.20%"
"Apr 17, 2015","53,734.04","54,147.98","54,195.40","53,510.41","268.11M","-0.97%"
"Apr 16, 2015","54,262.27","53,904.53","54,262.27","53,903.40","192.83M","1.01%"
"Apr 15, 2015","53,720.57","53,367.13","53,720.57","53,343.60","191.23M","0.77%"
"Apr 14, 2015","53,311.46","53,403.98","53,656.23","53,168.98","183.87M","-0.52%"
"Apr 13, 2015","53,589.31","53,563.12","53,750.37","53,528.26","181.62M","0.32%"
"Apr 10, 2015","53,420.78","53,133.54","53,420.78","53,087.40","156.36M","0.82%"
"Apr 09, 2015","52,984.55","52,943.03","53,078.68","52,765.66","175.15M","0.34%"
"Apr 08, 2015","52,806.00","52,729.81","52,953.80","52,595.30","181.16M","0.40%"
"Apr 07, 2015","52,595.69","52,667.65","52,727.11","52,571.34","173.16M","0.70%"
"Apr 02, 2015","52,229.32","52,299.54","52,446.12","52,148.89","200.10M","-0.10%"
"Apr 01, 2015","52,281.14","52,023.78","52,281.14","51,921.30","218.61M","0.19%"
"Mar 31, 2015","52,181.95","52,519.84","52,619.16","52,103.02","246.41M","-0.52%"
"Mar 30, 2015","52,455.36","52,095.94","52,534.09","52,095.94","241.62M","1.25%"
